game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
21400361,2014-12-15,POR vs. SAS,1610612759,f,L,17.0,8.0,0.68,240,38.0,78.0,0.487,4.0,11.0,0.364,15.0,22.0,1.0,9.0,33.0,42,19.0,5.0,4.0,15.0,21.0,95,1610612757,2014,Regular Season,2014-15
21400241,2014-11-30,BOS vs. SAS,1610612759,f,W,12.0,4.0,0.75,240,41.0,85.0,0.482,11.0,26.0,0.423,18.0,20.0,1.0,10.0,35.0,45,25.0,9.0,5.0,14.0,11.0,111,1610612738,2014,Regular Season,2014-15
21400152,2014-11-17,PHI @ SAS,1610612759,t,W,6.0,4.0,0.6,240,36.0,81.0,0.444,10.0,26.0,0.385,18.0,21.0,1.0,6.0,46.0,52,27.0,9.0,8.0,17.0,17.0,100,1610612755,2014,Regular Season,2014-15
21400131,2014-11-14,LAL vs. SAS,1610612759,f,W,5.0,3.0,0.625,240,33.0,80.0,0.413,10.0,23.0,0.435,17.0,20.0,1.0,7.0,37.0,44,28.0,9.0,2.0,10.0,23.0,93,1610612747,2014,Regular Season,2014-15
21400102,2014-11-10,LAC vs. SAS,1610612759,f,W,3.0,3.0,0.5,240,33.0,83.0,0.398,2.0,19.0,0.105,21.0,27.0,1.0,10.0,29.0,39,20.0,11.0,4.0,8.0,17.0,89,1610612746,2014,Regular Season,2014-15
21400064,2014-11-05,ATL @ SAS,1610612759,t,W,2.0,1.0,0.667,240,31.0,69.0,0.449,5.0,17.0,0.294,27.0,38.0,1.0,11.0,39.0,50,25.0,7.0,9.0,19.0,15.0,94,1610612737,2014,Regular Season,2014-15
41400167,2015-05-02,LAC vs. SAS,1610612759,f,L,3.0,4.0,0.429,240,43.0,89.0,0.483,10.0,25.0,0.4,13.0,20.0,1.0,13.0,33.0,46,26.0,7.0,6.0,10.0,23.0,109,1610612746,2014,Playoffs,2014-15
41400165,2015-04-28,LAC vs. SAS,1610612759,f,W,3.0,2.0,0.6,240,36.0,81.0,0.444,11.0,23.0,0.478,28.0,37.0,1.0,12.0,35.0,47,21.0,4.0,2.0,16.0,32.0,111,1610612746,2014,Playoffs,2014-15
41400164,2015-04-26,LAC @ SAS,1610612759,t,L,2.0,2.0,0.5,240,37.0,84.0,0.44,6.0,25.0,0.24,25.0,35.0,1.0,11.0,33.0,44,20.0,3.0,6.0,8.0,24.0,105,1610612746,2014,Playoffs,2014-15
41400163,2015-04-24,LAC @ SAS,1610612759,t,W,2.0,1.0,0.667,240,40.0,76.0,0.526,10.0,24.0,0.417,10.0,13.0,1.0,7.0,40.0,47,25.0,9.0,8.0,13.0,14.0,100,1610612746,2014,Playoffs,2014-15
21401222,2015-04-15,OKC @ MIN,1610612750,t,L,16.0,66.0,0.195,240,39.0,84.0,0.464,6.0,19.0,0.316,29.0,35.0,1.0,14.0,25.0,39,22.0,12.0,4.0,16.0,23.0,113,1610612760,2014,Regular Season,2014-15
21401208,2015-04-13,NOP @ MIN,1610612750,t,L,16.0,65.0,0.198,240,31.0,78.0,0.397,4.0,14.0,0.286,22.0,28.0,1.0,8.0,35.0,43,19.0,1.0,10.0,11.0,22.0,88,1610612740,2014,Regular Season,2014-15
21400888,2015-03-02,LAC @ MIN,1610612750,t,L,13.0,46.0,0.22,240,36.0,82.0,0.439,4.0,15.0,0.267,29.0,35.0,1.0,8.0,39.0,47,25.0,6.0,4.0,11.0,22.0,105,1610612746,2014,Regular Season,2014-15
21400873,2015-02-28,MEM @ MIN,1610612750,t,L,13.0,45.0,0.224,240,34.0,88.0,0.386,7.0,19.0,0.368,22.0,27.0,1.0,16.0,19.0,35,22.0,12.0,1.0,12.0,22.0,97,1610612763,2014,Regular Season,2014-15
21400769,2015-02-08,DET vs. MIN,1610612750,f,W,11.0,40.0,0.216,240,39.0,76.0,0.513,5.0,12.0,0.417,29.0,34.0,1.0,9.0,31.0,40,26.0,6.0,1.0,15.0,20.0,112,1610612765,2014,Regular Season,2014-15
21400754,2015-02-06,MEM @ MIN,1610612750,t,W,10.0,40.0,0.2,240,35.0,81.0,0.432,5.0,17.0,0.294,15.0,17.0,1.0,12.0,31.0,43,17.0,8.0,1.0,16.0,21.0,90,1610612763,2014,Regular Season,2014-15
21400711,2015-01-31,CLE @ MIN,1610612750,t,L,8.0,39.0,0.17,240,34.0,82.0,0.415,6.0,13.0,0.462,16.0,21.0,1.0,12.0,23.0,35,19.0,6.0,1.0,12.0,14.0,90,1610612739,2014,Regular Season,2014-15
21400672,2015-01-26,OKC vs. MIN,1610612750,f,L,7.0,37.0,0.159,240,29.0,85.0,0.341,2.0,13.0,0.154,24.0,32.0,1.0,15.0,35.0,50,13.0,9.0,5.0,13.0,17.0,84,1610612760,2014,Regular Season,2014-15
21400631,2015-01-21,DAL @ MIN,1610612750,t,L,7.0,34.0,0.171,240,31.0,89.0,0.348,2.0,15.0,0.133,11.0,15.0,1.0,16.0,27.0,43,22.0,6.0,1.0,10.0,11.0,75,1610612742,2014,Regular Season,2014-15
21400606,2015-01-17,DEN vs. MIN,1610612750,f,W,7.0,32.0,0.179,240,43.0,80.0,0.538,8.0,19.0,0.421,19.0,21.0,1.0,8.0,35.0,43,24.0,6.0,5.0,15.0,18.0,113,1610612743,2014,Regular Season,2014-15
21400544,2015-01-09,MIL vs. MIN,1610612750,f,L,5.0,30.0,0.143,240,32.0,79.0,0.405,6.0,22.0,0.273,14.0,17.0,1.0,13.0,27.0,40,22.0,13.0,3.0,19.0,14.0,84,1610612749,2014,Regular Season,2014-15
21400363,2014-12-16,WAS vs. MIN,1610612750,f,L,5.0,19.0,0.208,240,36.0,81.0,0.444,3.0,8.0,0.375,20.0,35.0,1.0,11.0,30.0,41,17.0,7.0,5.0,9.0,18.0,95,1610612764,2014,Regular Season,2014-15
21400335,2014-12-12,OKC @ MIN,1610612750,t,L,5.0,17.0,0.227,240,36.0,78.0,0.462,1.0,7.0,0.143,19.0,29.0,1.0,9.0,22.0,31,21.0,11.0,9.0,15.0,16.0,92,1610612760,2014,Regular Season,2014-15
21400305,2014-12-08,GSW @ MIN,1610612750,t,L,4.0,16.0,0.2,240,32.0,88.0,0.364,2.0,11.0,0.182,20.0,29.0,1.0,18.0,31.0,49,22.0,12.0,4.0,19.0,10.0,86,1610612744,2014,Regular Season,2014-15
21400283,2014-12-05,HOU @ MIN,1610612750,t,L,4.0,14.0,0.222,265,45.0,97.0,0.464,3.0,10.0,0.3,19.0,27.0,1.0,14.0,29.0,43,23.0,12.0,5.0,14.0,26.0,112,1610612745,2014,Regular Season,2014-15
21400270,2014-12-03,PHI @ MIN,1610612750,t,L,4.0,13.0,0.235,240,30.0,84.0,0.357,3.0,17.0,0.176,14.0,17.0,1.0,11.0,39.0,50,17.0,8.0,5.0,18.0,21.0,77,1610612755,2014,Regular Season,2014-15
21400218,2014-11-26,MIL @ MIN,1610612750,t,L,3.0,10.0,0.231,240,31.0,81.0,0.383,3.0,14.0,0.214,21.0,34.0,1.0,14.0,24.0,38,19.0,11.0,6.0,19.0,22.0,86,1610612749,2014,Regular Season,2014-15
21400060,2014-11-05,BKN vs. MIN,1610612750,f,W,2.0,2.0,0.5,240,37.0,90.0,0.411,7.0,17.0,0.412,17.0,22.0,1.0,13.0,38.0,51,22.0,9.0,4.0,11.0,21.0,98,1610612751,2014,Regular Season,2014-15
21401120,2015-04-01,OKC vs. DAL,1610612742,f,W,46.0,29.0,0.613,240,56.0,91.0,0.615,4.0,15.0,0.267,19.0,24.0,1.0,4.0,30.0,34,35.0,8.0,1.0,6.0,23.0,135,1610612760,2014,Regular Season,2014-15
21401046,2015-03-22,PHX vs. DAL,1610612742,f,L,44.0,27.0,0.62,240,37.0,96.0,0.385,5.0,19.0,0.263,13.0,22.0,1.0,15.0,25.0,40,21.0,9.0,1.0,12.0,22.0,92,1610612756,2014,Regular Season,2014-15
21401027,2015-03-20,MEM @ DAL,1610612742,t,L,44.0,26.0,0.629,240,34.0,76.0,0.447,8.0,22.0,0.364,25.0,36.0,1.0,9.0,32.0,41,14.0,6.0,3.0,17.0,29.0,101,1610612763,2014,Regular Season,2014-15
21401012,2015-03-18,ORL @ DAL,1610612742,t,W,44.0,25.0,0.638,240,39.0,80.0,0.488,13.0,31.0,0.419,16.0,24.0,1.0,8.0,32.0,40,28.0,7.0,6.0,20.0,16.0,107,1610612753,2014,Regular Season,2014-15
21400996,2015-03-16,OKC @ DAL,1610612742,t,W,43.0,25.0,0.632,240,42.0,89.0,0.472,10.0,25.0,0.4,25.0,35.0,1.0,8.0,29.0,37,27.0,9.0,2.0,12.0,27.0,119,1610612760,2014,Regular Season,2014-15
21400972,2015-03-13,LAC @ DAL,1610612742,t,W,42.0,25.0,0.627,240,51.0,84.0,0.607,16.0,28.0,0.571,11.0,16.0,1.0,12.0,31.0,43,31.0,11.0,2.0,15.0,16.0,129,1610612746,2014,Regular Season,2014-15
21400948,2015-03-10,CLE @ DAL,1610612742,t,L,41.0,25.0,0.621,240,33.0,81.0,0.407,5.0,20.0,0.25,23.0,33.0,1.0,15.0,27.0,42,18.0,6.0,6.0,16.0,22.0,94,1610612739,2014,Regular Season,2014-15
21400889,2015-03-02,NOP @ DAL,1610612742,t,W,40.0,22.0,0.645,240,38.0,79.0,0.481,6.0,16.0,0.375,20.0,22.0,1.0,9.0,29.0,38,11.0,7.0,6.0,5.0,14.0,102,1610612740,2014,Regular Season,2014-15
21400744,2015-02-05,SAC vs. DAL,1610612742,f,W,34.0,18.0,0.654,240,41.0,96.0,0.427,12.0,34.0,0.353,7.0,10.0,1.0,8.0,40.0,48,25.0,9.0,7.0,9.0,19.0,101,1610612758,2014,Regular Season,2014-15
21400685,2015-01-28,HOU vs. DAL,1610612742,f,L,30.0,17.0,0.638,240,35.0,82.0,0.427,10.0,25.0,0.4,14.0,16.0,1.0,10.0,36.0,46,16.0,10.0,7.0,23.0,16.0,94,1610612745,2014,Regular Season,2014-15
21400646,2015-01-23,CHI @ DAL,1610612742,t,L,30.0,14.0,0.682,240,37.0,82.0,0.451,6.0,18.0,0.333,18.0,18.0,1.0,9.0,21.0,30,16.0,12.0,8.0,12.0,16.0,98,1610612741,2014,Regular Season,2014-15
21400631,2015-01-21,MIN vs. DAL,1610612742,f,W,30.0,13.0,0.698,240,39.0,76.0,0.513,11.0,27.0,0.407,9.0,14.0,1.0,6.0,36.0,42,26.0,6.0,3.0,10.0,13.0,98,1610612750,2014,Regular Season,2014-15
21400616,2015-01-19,MEM vs. DAL,1610612742,f,W,29.0,13.0,0.69,240,34.0,76.0,0.447,10.0,25.0,0.4,25.0,33.0,1.0,12.0,30.0,42,17.0,6.0,3.0,13.0,22.0,103,1610612763,2014,Regular Season,2014-15
21400572,2015-01-13,SAC vs. DAL,1610612742,f,W,27.0,12.0,0.692,265,43.0,100.0,0.43,6.0,24.0,0.25,16.0,23.0,1.0,12.0,32.0,44,23.0,12.0,4.0,10.0,25.0,108,1610612758,2014,Regular Season,2014-15
21400503,2015-01-04,CLE vs. DAL,1610612742,f,W,25.0,10.0,0.714,240,44.0,78.0,0.564,12.0,26.0,0.462,9.0,11.0,1.0,4.0,32.0,36,30.0,7.0,8.0,10.0,20.0,109,1610612739,2014,Regular Season,2014-15
21400439,2014-12-26,LAL @ DAL,1610612742,t,W,21.0,10.0,0.677,240,42.0,83.0,0.506,5.0,18.0,0.278,13.0,24.0,1.0,6.0,34.0,40,20.0,9.0,6.0,13.0,21.0,102,1610612747,2014,Regular Season,2014-15
21400367,2014-12-16,NYK vs. DAL,1610612742,f,W,18.0,8.0,0.692,240,42.0,83.0,0.506,15.0,33.0,0.455,8.0,8.0,1.0,10.0,31.0,41,30.0,9.0,4.0,17.0,14.0,107,1610612752,2014,Regular Season,2014-15
21400340,2014-12-13,GSW @ DAL,1610612742,t,L,17.0,8.0,0.68,240,36.0,89.0,0.404,5.0,25.0,0.2,21.0,30.0,1.0,17.0,36.0,53,14.0,11.0,0.0,15.0,23.0,98,1610612744,2014,Regular Season,2014-15
21400284,2014-12-05,PHX @ DAL,1610612742,t,L,15.0,6.0,0.714,240,40.0,88.0,0.455,4.0,19.0,0.211,22.0,30.0,1.0,16.0,28.0,44,13.0,5.0,1.0,11.0,16.0,106,1610612756,2014,Regular Season,2014-15
21400227,2014-11-28,TOR vs. DAL,1610612742,f,W,12.0,5.0,0.706,240,40.0,86.0,0.465,11.0,26.0,0.423,15.0,22.0,1.0,6.0,31.0,37,27.0,7.0,9.0,8.0,17.0,106,1610612761,2014,Regular Season,2014-15
21400163,2014-11-19,WAS vs. DAL,1610612742,f,W,9.0,3.0,0.75,240,34.0,82.0,0.415,12.0,28.0,0.429,25.0,29.0,1.0,10.0,34.0,44,18.0,5.0,5.0,12.0,19.0,105,1610612764,2014,Regular Season,2014-15
21400094,2014-11-09,MIA @ DAL,1610612742,t,L,4.0,3.0,0.571,240,35.0,83.0,0.422,9.0,29.0,0.31,17.0,24.0,1.0,15.0,26.0,41,22.0,8.0,7.0,13.0,15.0,96,1610612748,2014,Regular Season,2014-15
21401144,2015-04-04,LAC @ DEN,1610612743,t,L,28.0,49.0,0.364,240,32.0,85.0,0.376,6.0,22.0,0.273,22.0,31.0,1.0,15.0,29.0,44,21.0,7.0,1.0,15.0,31.0,92,1610612746,2014,Regular Season,2014-15
21400993,2015-03-16,MEM vs. DEN,1610612743,f,L,26.0,42.0,0.382,240,30.0,81.0,0.37,8.0,18.0,0.444,13.0,21.0,1.0,10.0,27.0,37,14.0,13.0,5.0,15.0,24.0,81,1610612763,2014,Regular Season,2014-15
21400958,2015-03-11,ATL @ DEN,1610612743,t,W,24.0,41.0,0.369,240,42.0,84.0,0.5,13.0,31.0,0.419,18.0,20.0,1.0,11.0,33.0,44,28.0,8.0,9.0,19.0,20.0,115,1610612737,2014,Regular Season,2014-15
21400921,2015-03-06,SAS vs. DEN,1610612743,f,L,22.0,40.0,0.355,240,45.0,86.0,0.523,6.0,17.0,0.353,15.0,23.0,1.0,8.0,30.0,38,21.0,7.0,3.0,13.0,26.0,111,1610612759,2014,Regular Season,2014-15
21400866,2015-02-27,UTA @ DEN,1610612743,t,L,20.0,38.0,0.345,240,28.0,84.0,0.333,8.0,32.0,0.25,18.0,29.0,1.0,16.0,20.0,36,22.0,9.0,3.0,15.0,13.0,82,1610612762,2014,Regular Season,2014-15
21400811,2015-02-20,MIL vs. DEN,1610612743,f,L,20.0,34.0,0.37,240,30.0,84.0,0.357,7.0,26.0,0.269,14.0,21.0,1.0,14.0,31.0,45,18.0,11.0,7.0,15.0,19.0,81,1610612749,2014,Regular Season,2014-15
21400787,2015-02-10,LAL vs. DEN,1610612743,f,W,20.0,33.0,0.377,240,43.0,79.0,0.544,4.0,16.0,0.25,16.0,23.0,1.0,4.0,31.0,35,25.0,9.0,8.0,7.0,22.0,106,1610612747,2014,Regular Season,2014-15
21400751,2015-02-06,DET vs. DEN,1610612743,f,L,19.0,32.0,0.373,240,33.0,85.0,0.388,5.0,22.0,0.227,17.0,22.0,1.0,11.0,32.0,43,22.0,7.0,5.0,13.0,24.0,88,1610612765,2014,Regular Season,2014-15
21400687,2015-01-28,NOP vs. DEN,1610612743,f,W,19.0,27.0,0.413,240,39.0,85.0,0.459,10.0,17.0,0.588,5.0,7.0,1.0,8.0,31.0,39,30.0,4.0,7.0,8.0,22.0,93,1610612740,2014,Regular Season,2014-15
21400674,2015-01-26,LAC vs. DEN,1610612743,f,L,18.0,27.0,0.4,240,40.0,83.0,0.482,8.0,21.0,0.381,10.0,15.0,1.0,8.0,30.0,38,26.0,7.0,4.0,10.0,15.0,98,1610612746,2014,Regular Season,2014-15
21400666,2015-01-25,WAS @ DEN,1610612743,t,L,18.0,26.0,0.409,265,41.0,101.0,0.406,12.0,29.0,0.414,21.0,28.0,1.0,14.0,31.0,45,26.0,7.0,3.0,9.0,24.0,115,1610612764,2014,Regular Season,2014-15
21400606,2015-01-17,MIN @ DEN,1610612743,t,L,18.0,22.0,0.45,240,38.0,92.0,0.413,10.0,31.0,0.323,19.0,22.0,1.0,13.0,26.0,39,21.0,10.0,4.0,10.0,20.0,105,1610612750,2014,Regular Season,2014-15
21400482,2015-01-01,CHI vs. DEN,1610612743,f,L,13.0,20.0,0.394,240,37.0,92.0,0.402,5.0,14.0,0.357,22.0,27.0,1.0,17.0,40.0,57,19.0,4.0,7.0,12.0,27.0,101,1610612741,2014,Regular Season,2014-15
21400471,2014-12-30,LAL @ DEN,1610612743,t,L,13.0,19.0,0.406,240,39.0,87.0,0.448,8.0,26.0,0.308,17.0,27.0,1.0,11.0,28.0,39,25.0,13.0,7.0,11.0,24.0,103,1610612747,2014,Regular Season,2014-15
21400457,2014-12-28,TOR @ DEN,1610612743,t,L,13.0,18.0,0.419,240,37.0,87.0,0.425,4.0,17.0,0.235,24.0,34.0,1.0,15.0,34.0,49,18.0,3.0,2.0,10.0,24.0,102,1610612761,2014,Regular Season,2014-15
21400409,2014-12-22,CHA vs. DEN,1610612743,f,L,12.0,16.0,0.429,240,31.0,82.0,0.378,2.0,18.0,0.111,18.0,24.0,1.0,9.0,28.0,37,11.0,6.0,4.0,13.0,20.0,82,1610612766,2014,Regular Season,2014-15
21400398,2014-12-20,IND @ DEN,1610612743,t,W,12.0,15.0,0.444,240,30.0,82.0,0.366,2.0,16.0,0.125,14.0,19.0,1.0,9.0,40.0,49,14.0,7.0,7.0,16.0,20.0,76,1610612754,2014,Regular Season,2014-15
21400142,2014-11-16,NYK vs. DEN,1610612743,f,L,2.0,7.0,0.222,240,32.0,82.0,0.39,13.0,34.0,0.382,16.0,26.0,1.0,10.0,29.0,39,20.0,9.0,0.0,17.0,21.0,93,1610612752,2014,Regular Season,2014-15
21400115,2014-11-12,POR @ DEN,1610612743,t,L,1.0,6.0,0.143,240,39.0,90.0,0.433,8.0,23.0,0.348,27.0,33.0,1.0,15.0,32.0,47,21.0,10.0,2.0,12.0,24.0,113,1610612757,2014,Regular Season,2014-15
21400096,2014-11-09,POR vs. DEN,1610612743,f,L,1.0,5.0,0.167,240,36.0,91.0,0.396,5.0,13.0,0.385,23.0,30.0,1.0,18.0,37.0,55,14.0,5.0,7.0,15.0,22.0,100,1610612757,2014,Regular Season,2014-15
21401208,2015-04-13,MIN vs. NOP,1610612740,f,W,44.0,37.0,0.543,240,37.0,84.0,0.44,6.0,21.0,0.286,20.0,24.0,1.0,10.0,29.0,39,15.0,6.0,9.0,9.0,23.0,100,1610612750,2014,Regular Season,2014-15
21400919,2015-03-06,BOS @ NOP,1610612740,t,L,33.0,29.0,0.532,240,38.0,80.0,0.475,8.0,21.0,0.381,14.0,15.0,1.0,9.0,36.0,45,22.0,5.0,6.0,18.0,15.0,98,1610612738,2014,Regular Season,2014-15
21400903,2015-03-04,DET @ NOP,1610612740,t,W,33.0,28.0,0.541,240,37.0,90.0,0.411,2.0,12.0,0.167,12.0,16.0,1.0,15.0,31.0,46,18.0,7.0,12.0,14.0,15.0,88,1610612765,2014,Regular Season,2014-15
21400889,2015-03-02,DAL vs. NOP,1610612740,f,L,32.0,28.0,0.533,240,35.0,74.0,0.473,10.0,21.0,0.476,13.0,16.0,1.0,10.0,27.0,37,19.0,4.0,4.0,13.0,18.0,93,1610612742,2014,Regular Season,2014-15
21400833,2015-02-23,TOR @ NOP,1610612740,t,W,29.0,27.0,0.518,240,40.0,78.0,0.513,10.0,22.0,0.455,10.0,16.0,1.0,12.0,36.0,48,27.0,6.0,7.0,17.0,20.0,100,1610612761,2014,Regular Season,2014-15
21400758,2015-02-07,CHI @ NOP,1610612740,t,L,27.0,24.0,0.529,240,32.0,86.0,0.372,4.0,17.0,0.235,4.0,7.0,1.0,12.0,26.0,38,16.0,8.0,6.0,11.0,13.0,72,1610612741,2014,Regular Season,2014-15
21400755,2015-02-06,OKC vs. NOP,1610612740,f,W,27.0,23.0,0.54,240,40.0,83.0,0.482,11.0,20.0,0.55,25.0,30.0,1.0,11.0,35.0,46,26.0,5.0,5.0,17.0,22.0,116,1610612760,2014,Regular Season,2014-15
21400687,2015-01-28,DEN @ NOP,1610612740,t,L,24.0,22.0,0.522,240,32.0,82.0,0.39,3.0,15.0,0.2,18.0,24.0,1.0,17.0,31.0,48,15.0,2.0,6.0,9.0,15.0,85,1610612743,2014,Regular Season,2014-15
21400632,2015-01-21,LAL @ NOP,1610612740,t,W,21.0,21.0,0.5,240,38.0,83.0,0.458,3.0,16.0,0.188,17.0,21.0,1.0,10.0,35.0,45,21.0,8.0,5.0,15.0,12.0,96,1610612747,2014,Regular Season,2014-15
21400618,2015-01-19,NYK vs. NOP,1610612740,f,L,20.0,21.0,0.488,240,35.0,84.0,0.417,8.0,27.0,0.296,14.0,20.0,1.0,20.0,30.0,50,13.0,1.0,1.0,9.0,17.0,92,1610612752,2014,Regular Season,2014-15
21400608,2015-01-18,TOR vs. NOP,1610612740,f,W,20.0,20.0,0.5,240,39.0,82.0,0.476,5.0,17.0,0.294,12.0,20.0,1.0,11.0,30.0,41,19.0,8.0,2.0,17.0,20.0,95,1610612761,2014,Regular Season,2014-15
21400563,2015-01-12,BOS vs. NOP,1610612740,f,L,18.0,19.0,0.486,240,31.0,75.0,0.413,6.0,15.0,0.4,32.0,37.0,1.0,16.0,29.0,45,20.0,7.0,6.0,18.0,23.0,100,1610612738,2014,Regular Season,2014-15
21400515,2015-01-05,WAS @ NOP,1610612740,t,L,17.0,17.0,0.5,240,33.0,74.0,0.446,6.0,19.0,0.316,13.0,17.0,1.0,10.0,29.0,39,19.0,8.0,5.0,18.0,18.0,85,1610612764,2014,Regular Season,2014-15
21400437,2014-12-26,SAS @ NOP,1610612740,t,W,15.0,14.0,0.517,240,35.0,84.0,0.417,6.0,17.0,0.353,21.0,24.0,1.0,7.0,37.0,44,25.0,8.0,7.0,8.0,15.0,97,1610612759,2014,Regular Season,2014-15
21400417,2014-12-23,IND vs. NOP,1610612740,f,L,14.0,14.0,0.5,240,33.0,83.0,0.398,4.0,20.0,0.2,14.0,19.0,1.0,9.0,37.0,46,15.0,4.0,2.0,15.0,18.0,84,1610612754,2014,Regular Season,2014-15
21400394,2014-12-20,POR @ NOP,1610612740,t,L,13.0,13.0,0.5,240,30.0,85.0,0.353,3.0,15.0,0.2,25.0,28.0,1.0,20.0,28.0,48,15.0,7.0,6.0,16.0,11.0,88,1610612757,2014,Regular Season,2014-15
21400293,2014-12-06,LAC vs. NOP,1610612740,f,L,8.0,10.0,0.444,240,38.0,80.0,0.475,8.0,23.0,0.348,16.0,25.0,1.0,12.0,33.0,45,26.0,4.0,2.0,11.0,18.0,100,1610612746,2014,Regular Season,2014-15
21400225,2014-11-28,ATL vs. NOP,1610612740,f,L,7.0,7.0,0.5,240,36.0,89.0,0.404,7.0,24.0,0.292,12.0,16.0,1.0,16.0,26.0,42,23.0,8.0,4.0,12.0,19.0,91,1610612737,2014,Regular Season,2014-15
21400208,2014-11-25,SAC @ NOP,1610612740,t,L,7.0,6.0,0.538,240,33.0,79.0,0.418,3.0,17.0,0.176,20.0,29.0,1.0,14.0,26.0,40,15.0,3.0,6.0,10.0,23.0,89,1610612758,2014,Regular Season,2014-15
21400153,2014-11-17,POR vs. NOP,1610612740,f,L,5.0,4.0,0.556,240,38.0,85.0,0.447,5.0,19.0,0.263,12.0,19.0,1.0,13.0,28.0,41,16.0,11.0,4.0,11.0,23.0,93,1610612757,2014,Regular Season,2014-15
41400144,2015-04-25,GSW @ NOP,1610612740,t,L,0.0,4.0,0.0,240,40.0,83.0,0.482,5.0,22.0,0.227,13.0,14.0,1.0,10.0,26.0,36,23.0,5.0,6.0,11.0,19.0,98,1610612744,2014,Playoffs,2014-15
21401217,2015-04-15,ATL @ CHI,1610612741,t,W,50.0,32.0,0.61,240,31.0,77.0,0.403,7.0,24.0,0.292,22.0,26.0,1.0,7.0,43.0,50,14.0,11.0,9.0,21.0,12.0,91,1610612737,2014,Regular Season,2014-15
21401206,2015-04-13,BKN vs. CHI,1610612741,f,W,49.0,32.0,0.605,240,44.0,88.0,0.5,12.0,30.0,0.4,13.0,17.0,1.0,9.0,37.0,46,26.0,7.0,8.0,7.0,18.0,113,1610612751,2014,Regular Season,2014-15
21401148,2015-04-05,CLE vs. CHI,1610612741,f,L,46.0,31.0,0.597,240,34.0,76.0,0.447,11.0,27.0,0.407,15.0,21.0,1.0,9.0,36.0,45,28.0,7.0,2.0,16.0,22.0,94,1610612739,2014,Regular Season,2014-15
21401118,2015-04-01,MIL vs. CHI,1610612741,f,L,45.0,30.0,0.6,240,31.0,74.0,0.419,5.0,26.0,0.192,24.0,37.0,1.0,12.0,28.0,40,18.0,11.0,3.0,20.0,21.0,91,1610612749,2014,Regular Season,2014-15
21401088,2015-03-28,NYK @ CHI,1610612741,t,W,45.0,29.0,0.608,240,43.0,84.0,0.512,6.0,17.0,0.353,19.0,22.0,1.0,12.0,39.0,51,28.0,8.0,5.0,12.0,16.0,111,1610612752,2014,Regular Season,2014-15
21401065,2015-03-25,TOR vs. CHI,1610612741,f,W,44.0,29.0,0.603,240,45.0,74.0,0.608,12.0,23.0,0.522,14.0,17.0,1.0,2.0,29.0,31,26.0,4.0,6.0,8.0,16.0,116,1610612761,2014,Regular Season,2014-15
21400982,2015-03-15,OKC vs. CHI,1610612741,f,L,40.0,28.0,0.588,240,37.0,83.0,0.446,9.0,29.0,0.31,17.0,24.0,1.0,9.0,24.0,33,20.0,5.0,3.0,11.0,24.0,100,1610612760,2014,Regular Season,2014-15
21400941,2015-03-09,MEM @ CHI,1610612741,t,L,39.0,26.0,0.6,240,35.0,80.0,0.438,10.0,22.0,0.455,11.0,14.0,1.0,9.0,35.0,44,18.0,7.0,2.0,15.0,13.0,91,1610612763,2014,Regular Season,2014-15
21400931,2015-03-08,SAS vs. CHI,1610612741,f,L,39.0,25.0,0.609,240,37.0,73.0,0.507,5.0,15.0,0.333,26.0,29.0,1.0,7.0,37.0,44,20.0,6.0,6.0,20.0,24.0,105,1610612759,2014,Regular Season,2014-15
21400800,2015-02-12,CLE @ CHI,1610612741,t,W,34.0,20.0,0.63,240,42.0,92.0,0.457,9.0,23.0,0.391,20.0,26.0,1.0,13.0,34.0,47,29.0,10.0,3.0,8.0,23.0,113,1610612739,2014,Regular Season,2014-15
21400758,2015-02-07,NOP vs. CHI,1610612741,f,W,31.0,20.0,0.608,240,43.0,84.0,0.512,10.0,22.0,0.455,11.0,13.0,1.0,8.0,37.0,45,18.0,6.0,4.0,11.0,7.0,107,1610612740,2014,Regular Season,2014-15
21400735,2015-02-04,HOU vs. CHI,1610612741,f,L,30.0,20.0,0.6,240,31.0,89.0,0.348,8.0,25.0,0.32,20.0,26.0,1.0,18.0,42.0,60,16.0,3.0,5.0,12.0,17.0,90,1610612745,2014,Regular Season,2014-15
21400695,2015-01-29,LAL vs. CHI,1610612741,f,L,30.0,18.0,0.625,290,43.0,104.0,0.413,6.0,25.0,0.24,26.0,32.0,1.0,17.0,32.0,49,26.0,9.0,6.0,11.0,21.0,118,1610612747,2014,Regular Season,2014-15
21400646,2015-01-23,DAL vs. CHI,1610612741,f,W,29.0,16.0,0.644,240,38.0,78.0,0.487,9.0,16.0,0.563,17.0,20.0,1.0,15.0,32.0,47,22.0,8.0,5.0,21.0,18.0,102,1610612742,2014,Regular Season,2014-15
21400554,2015-01-10,MIL @ CHI,1610612741,t,W,26.0,12.0,0.684,240,35.0,88.0,0.398,4.0,17.0,0.235,21.0,24.0,1.0,22.0,29.0,51,24.0,5.0,5.0,12.0,18.0,95,1610612749,2014,Regular Season,2014-15
